molecule,prec,MPI,OMP,SCF cycles,Wall time,Max memory
alkane_004,4,16,16,4,5.868430e+01,2411584
alkane_004,4,16,32,4,4.433359e+01,2463012
alkane_004,5,01,01,7,1.102188e+04,11676656
alkane_004,5,01,02,7,5.665934e+03,11912616
alkane_004,5,01,04,7,2.985599e+03,12034968
alkane_004,5,01,08,7,1.661638e+03,12047052
alkane_004,5,01,16,7,9.923186e+02,12082328
alkane_004,5,01,32,7,6.742402e+02,12124744
alkane_004,5,02,01,7,6.467762e+03,8676244
alkane_004,5,02,02,7,3.347175e+03,8883636
alkane_004,5,02,04,7,1.740252e+03,8989124
alkane_004,5,02,08,7,9.528734e+02,9038100
alkane_004,5,02,16,7,5.784411e+02,9071004
alkane_004,5,02,32,7,7.250502e+02,9098224
alkane_004,5,04,01,7,5.245893e+03,7079824
alkane_004,5,04,02,7,2.706407e+03,7195160
alkane_004,5,04,04,7,1.535759e+03,7159448
alkane_004,5,04,08,7,8.698952e+02,7080164
alkane_004,5,04,16,7,5.736563e+02,7099240
alkane_004,5,04,32,7,4.496762e+02,7133952
alkane_004,5,08,01,7,3.435116e+03,6684248
alkane_004,5,08,02,7,2.031671e+03,6740424
alkane_004,5,08,04,7,9.421383e+02,6696660
alkane_004,5,08,08,7,5.849617e+02,6668500
alkane_004,5,08,16,7,4.076982e+02,6707108
alkane_004,5,08,32,7,3.164381e+02,6723880
alkane_004,5,16,01,7,2.925360e+03,6505212
alkane_004,5,16,02,7,1.673586e+03,6481440
alkane_004,5,16,04,7,8.443671e+02,6510360
alkane_004,5,16,08,7,5.096780e+02,6519288
alkane_004,5,16,16,7,3.609910e+02,6520652
alkane_004,5,16,32,7,2.738777e+02,6561676
alkane_004,6,01,01,12,4.102699e+04,23035912
alkane_004,6,01,02,12,2.118596e+04,23610184
alkane_004,6,01,04,12,1.116641e+04,23759696
alkane_004,6,01,08,12,5.926463e+03,23855468
alkane_004,6,01,16,12,3.444944e+03,23924956
alkane_004,6,01,32,12,2.253194e+03,23958724
alkane_004,6,02,01,12,2.388028e+04,19995204
alkane_004,6,02,02,12,1.236098e+04,20493240
alkane_004,6,02,04,12,6.348556e+03,20667852
alkane_004,6,02,08,12,3.388039e+03,20808640
alkane_004,6,02,16,12,1.998822e+03,20846440
alkane_004,6,02,32,12,2.562581e+03,20937820
alkane_004,6,04,01,12,1.921829e+04,16616844
alkane_004,6,04,02,12,1.014956e+04,16626200
alkane_004,6,04,04,12,5.226360e+03,16575444
alkane_004,6,04,08,12,2.911947e+03,16564216
alkane_004,6,04,16,12,1.820811e+03,16542076
alkane_004,6,04,32,12,1.499352e+03,16597020
alkane_004,6,08,01,12,1.264610e+04,16248596
alkane_004,6,08,02,12,7.078800e+03,16231140
alkane_004,6,08,04,12,3.393972e+03,16252680
alkane_004,6,08,08,12,2.032331e+03,16223308
alkane_004,6,08,16,12,1.219432e+03,16214548
alkane_004,6,08,32,12,1.099259e+03,16257720
alkane_004,6,16,01,12,1.084719e+04,16089220
alkane_004,6,16,02,12,5.562783e+03,16181168
alkane_004,6,16,04,12,2.750183e+03,16132232
alkane_004,6,16,08,12,1.711748e+03,16057996
alkane_004,6,16,16,12,1.077494e+03,16075052
alkane_004,6,16,32,12,8.663180e+02,16104164
alkane_006,4,01,01,9,7.700313e+03,7558836
alkane_006,4,01,02,9,4.035793e+03,7659008
alkane_006,4,01,04,9,2.189235e+03,7706416
alkane_006,4,01,08,9,1.212697e+03,7700072
alkane_006,4,01,16,9,7.613843e+02,7752112
alkane_006,4,01,32,9,5.377644e+02,7799960
alkane_006,4,02,01,9,4.489348e+03,6008036
alkane_006,4,02,02,9,2.326041e+03,6111608
alkane_006,4,02,04,9,1.215018e+03,6151224
alkane_006,4,02,08,9,6.840982e+02,6163428
alkane_006,4,02,16,9,4.252749e+02,6186640
alkane_006,4,02,32,9,3.218207e+02,6228348
alkane_006,4,04,01,9,2.775182e+03,4995028
alkane_006,4,04,02,9,1.395170e+03,5005552
alkane_006,4,04,04,9,7.693553e+02,5035392
alkane_006,4,04,08,9,4.370410e+02,4988808
alkane_006,4,04,16,9,2.785573e+02,4989720
alkane_006,4,04,32,9,1.995952e+02,5053668
alkane_006,4,08,01,9,1.834312e+03,4798864
alkane_006,4,08,02,9,9.579671e+02,4788232
alkane_006,4,08,04,9,5.094179e+02,4782620
alkane_006,4,08,08,9,2.940827e+02,4789348
alkane_006,4,08,16,9,1.857942e+02,4806260
alkane_006,4,08,32,9,1.400654e+02,4870712
alkane_006,4,16,01,9,1.605875e+03,4893184
alkane_006,4,16,02,9,7.845716e+02,4882744
alkane_006,4,16,04,9,4.283644e+02,4898468
alkane_006,4,16,08,9,2.518762e+02,4899804
alkane_006,4,16,16,9,1.600242e+02,4915472
alkane_006,4,16,32,9,1.241438e+02,4938116
alkane_006,5,01,01,8,2.070135e+04,19933576
alkane_006,5,01,02,8,1.060981e+04,20168584
alkane_006,5,01,04,8,5.686703e+03,20333056
alkane_006,5,01,08,8,3.125657e+03,20367860
alkane_006,5,01,16,8,1.890988e+03,20478748
alkane_006,5,01,32,8,1.278238e+03,20452700
alkane_006,5,02,01,8,1.168605e+04,14393420
alkane_006,5,02,02,8,6.081395e+03,14621872
alkane_006,5,02,04,8,3.178103e+03,14772376
alkane_006,5,02,08,8,1.741781e+03,14820716
alkane_006,5,02,16,8,1.064031e+03,14872480
alkane_006,5,02,32,8,1.452066e+03,14916780
alkane_006,5,04,01,8,9.326841e+03,10614932
alkane_006,5,04,02,8,5.030756e+03,10671312
alkane_006,5,04,04,8,2.935053e+03,10667232
alkane_006,5,04,08,8,1.668577e+03,10629780
alkane_006,5,04,16,8,1.171513e+03,10596028
alkane_006,5,04,32,8,8.282190e+02,10631260
alkane_006,5,08,01,8,6.301749e+03,9932820
alkane_006,5,08,02,8,3.351542e+03,9996076
alkane_006,5,08,04,8,1.637440e+03,9997040
alkane_006,5,08,08,8,9.568160e+02,9934580
alkane_006,5,08,16,8,6.749426e+02,9879328
alkane_006,5,08,32,8,5.675500e+02,9979752
alkane_006,5,16,01,8,4.728781e+03,9829740
alkane_006,5,16,02,8,2.548836e+03,9932400
alkane_006,5,16,04,8,1.305671e+03,9898388
alkane_006,5,16,08,8,8.174870e+02,9849472
alkane_006,5,16,16,8,5.525457e+02,9845576
alkane_006,5,16,32,8,4.341501e+02,9890696
alkane_006,6,01,01,12,6.938835e+04,40214104
alkane_006,6,01,02,12,3.625016e+04,40975908
alkane_006,6,01,04,12,1.872996e+04,41181384
alkane_006,6,01,08,12,1.004381e+04,41315276
alkane_006,6,01,16,12,5.939237e+03,41404184
alkane_006,6,01,32,12,3.861533e+03,41468560
alkane_006,6,02,01,12,3.817564e+04,32274232
alkane_006,6,02,02,12,2.058713e+04,32817956
alkane_006,6,02,04,12,1.021217e+04,33095180
alkane_006,6,02,08,12,5.543904e+03,33245104
alkane_006,6,02,16,12,3.362930e+03,33307964
alkane_006,6,04,01,12,2.983220e+04,24302464
alkane_006,6,04,02,12,1.587095e+04,24567444
alkane_006,6,04,04,12,8.158435e+03,24256316
alkane_006,6,04,08,12,4.632074e+03,24296852
alkane_006,6,04,16,12,3.204093e+03,24238032
alkane_006,6,04,32,12,2.495725e+03,24224904
alkane_006,6,08,01,12,1.899093e+04,23414264
alkane_006,6,08,02,12,1.042294e+04,23639824
alkane_006,6,08,04,12,5.073215e+03,23544524
alkane_006,6,08,08,12,2.994301e+03,23397652
alkane_006,6,08,16,12,1.870691e+03,23382640
alkane_006,6,08,32,12,1.625358e+03,23389884
alkane_006,6,16,01,12,1.453118e+04,23289020
alkane_006,6,16,02,12,7.933612e+03,23284440
alkane_006,6,16,04,12,4.018455e+03,23388404
alkane_006,6,16,08,12,2.398619e+03,23335268
alkane_006,6,16,16,12,1.489375e+03,23299600
alkane_006,6,16,32,12,1.275748e+03,23358056
alkane_008,4,04,01,5,2.387025e+03,5339312
alkane_008,4,04,02,5,1.228488e+03,5357260
alkane_008,4,04,04,5,6.973608e+02,5342476
alkane_008,4,04,08,5,3.905254e+02,5330692
alkane_008,4,04,16,5,2.430804e+02,5337060
alkane_008,4,04,32,5,1.762132e+02,5376520
alkane_008,4,08,01,5,1.649417e+03,4882244
alkane_008,4,08,02,5,8.552331e+02,4927140
alkane_008,4,08,04,5,4.617737e+02,4900788
alkane_008,4,08,08,5,2.589640e+02,4881348
alkane_008,4,08,16,5,1.649257e+02,4907420
alkane_008,4,08,32,5,1.216973e+02,4972528
alkane_008,4,16,01,5,1.202535e+03,5019656
alkane_008,4,16,02,5,6.306026e+02,5047880
alkane_008,4,16,04,5,3.457466e+02,5033364
alkane_008,4,16,08,5,2.047266e+02,5009852
alkane_008,4,16,16,5,1.296150e+02,5042548
alkane_008,4,16,32,5,1.005326e+02,5101112
alkane_008,5,04,01,7,1.279109e+04,14045676
alkane_008,5,04,02,7,6.435025e+03,14125988
alkane_008,5,04,04,7,3.447015e+03,14022908
alkane_008,5,04,08,7,2.182417e+03,14057336
alkane_008,5,04,16,7,1.489847e+03,14027712
alkane_008,5,04,32,7,1.110378e+03,14016308
alkane_008,5,08,01,7,7.969507e+03,12749716
alkane_008,5,08,02,7,4.446660e+03,12845224
alkane_008,5,08,04,7,2.117299e+03,12738736
alkane_008,5,08,08,7,1.384094e+03,12718700
alkane_008,5,08,16,7,8.329408e+02,12718176
alkane_008,5,08,32,7,7.802301e+02,12739100
alkane_008,5,16,01,7,6.035558e+03,12625736
alkane_008,5,16,02,7,3.218678e+03,12617116
alkane_008,5,16,04,7,1.658417e+03,12677320
alkane_008,5,16,08,7,1.056864e+03,12627932
alkane_008,5,16,16,7,6.418925e+02,12613912
alkane_008,5,16,32,7,5.248014e+02,12668460
alkane_008,6,04,01,12,4.434800e+04,33592032
alkane_008,6,04,02,12,2.349792e+04,34291428
alkane_008,6,04,04,12,1.265150e+04,34570160
alkane_008,6,04,08,12,7.506190e+03,34688692
alkane_008,6,04,16,12,4.906514e+03,34791700
alkane_008,6,04,32,12,4.053589e+03,34852772
alkane_008,6,08,01,12,2.984095e+04,31565956
alkane_008,6,08,02,12,1.648887e+04,31548244
alkane_008,6,08,04,12,7.959354e+03,31653596
alkane_008,6,08,08,12,4.704908e+03,31554088
alkane_008,6,08,16,12,2.834878e+03,31480808
alkane_008,6,08,32,12,2.556372e+03,31492384
alkane_008,6,16,01,12,2.086541e+04,31536544
alkane_008,6,16,02,12,1.129790e+04,31372428
alkane_008,6,16,04,12,5.665966e+03,31626244
alkane_008,6,16,08,12,3.553742e+03,31566076
alkane_008,6,16,16,12,2.049100e+03,31524012
alkane_008,6,16,32,12,1.812593e+03,31562136
alkane_010,4,04,01,5,3.185528e+03,6612500
alkane_010,4,04,02,5,1.661911e+03,6610164
alkane_010,4,04,04,5,9.078439e+02,6610672
alkane_010,4,04,08,5,5.162479e+02,6617036
alkane_010,4,04,16,5,3.285964e+02,6617344
alkane_010,4,04,32,5,2.333471e+02,6636612
alkane_010,4,08,01,5,2.112963e+03,6035100
alkane_010,4,08,02,5,1.100648e+03,6083660
alkane_010,4,08,04,5,5.898498e+02,6041856
alkane_010,4,08,08,5,3.391709e+02,6052100
alkane_010,4,08,16,5,2.155794e+02,6056588
alkane_010,4,08,32,5,1.577717e+02,6084372
alkane_010,4,16,01,5,1.577072e+03,6108600
alkane_010,4,16,02,5,8.268592e+02,6155776
alkane_010,4,16,04,5,4.537162e+02,6118296
alkane_010,4,16,08,5,2.669916e+02,6145984
alkane_010,4,16,16,5,1.669211e+02,6133908
alkane_010,4,16,32,5,1.263516e+02,6206764
alkane_010,4,32,01,5,1.615462e+03,6300388
alkane_010,4,32,02,5,7.390263e+02,6349408
alkane_010,4,32,04,5,4.171521e+02,6328856
alkane_010,4,32,08,5,2.559661e+02,6343080
alkane_010,4,32,16,5,1.702241e+02,6338572
alkane_010,4,32,32,5,1.403303e+02,6378420
alkane_010,5,04,01,7,1.665451e+04,17857640
alkane_010,5,04,02,7,8.687731e+03,18019584
alkane_010,5,04,04,7,5.187514e+03,18149476
alkane_010,5,04,08,7,3.038591e+03,18242628
alkane_010,5,04,16,7,1.958588e+03,18306640
alkane_010,5,04,32,7,1.551119e+03,18338876
alkane_010,5,08,01,7,1.074141e+04,16018004
alkane_010,5,08,02,7,6.128412e+03,16083836
alkane_010,5,08,04,7,2.820530e+03,16098296
alkane_010,5,08,08,7,1.836280e+03,15976144
alkane_010,5,08,16,7,1.259602e+03,15984300
alkane_010,5,08,32,7,1.025689e+03,15990856
alkane_010,5,16,01,7,7.633502e+03,15598952
alkane_010,5,16,02,7,4.267290e+03,15756352
alkane_010,5,16,04,7,2.116504e+03,15661960
alkane_010,5,16,08,7,1.386497e+03,15618536
alkane_010,5,16,16,7,9.264730e+02,15618980
alkane_010,5,16,32,7,7.107346e+02,15670700
alkane_010,5,32,01,7,6.594339e+03,7395596
alkane_010,5,32,02,7,3.817944e+03,16250792
alkane_010,5,32,04,7,1.889754e+03,16198316
alkane_010,5,32,08,7,1.207657e+03,16126720
alkane_010,5,32,16,7,8.859291e+02,16126628
alkane_010,5,32,32,7,6.625855e+02,16154752
alkane_010,6,04,01,12,5.930401e+04,43955136
alkane_010,6,04,02,12,3.286690e+04,44722104
alkane_010,6,04,04,12,1.720966e+04,45080184
alkane_010,6,04,08,12,1.045688e+04,45314680
alkane_010,6,04,16,12,6.530536e+03,45362024
alkane_010,6,04,32,12,5.622056e+03,45461728
alkane_010,6,08,01,12,3.722889e+04,39242104
alkane_010,6,08,02,12,2.144777e+04,39223916
alkane_010,6,08,04,12,1.021548e+04,39315032
alkane_010,6,08,08,12,6.061655e+03,39218956
alkane_010,6,08,16,12,3.833746e+03,39169096
alkane_010,6,08,32,12,3.457574e+03,39159372
alkane_010,6,16,01,12,2.676687e+04,38632056
alkane_010,6,16,02,12,1.472820e+04,38831988
alkane_010,6,16,04,12,7.226144e+03,38698576
alkane_010,6,16,08,12,4.621369e+03,38617580
alkane_010,6,16,16,12,2.813893e+03,38593956
alkane_010,6,16,32,12,2.437780e+03,38626620
alkane_010,6,32,01,12,2.220703e+04,40207848
alkane_010,6,32,02,12,1.231365e+04,40473772
alkane_010,6,32,04,12,6.113096e+03,40191588
alkane_010,6,32,08,12,3.963251e+03,40263484
alkane_010,6,32,16,12,2.570545e+03,40272612
alkane_010,6,32,32,12,2.209452e+03,40261964
alkane_020,4,04,01,5,9.235283e+03,14975068
alkane_020,4,04,02,5,4.799066e+03,15052592
alkane_020,4,04,04,5,2.735307e+03,15138156
alkane_020,4,04,08,5,1.528306e+03,15155348
alkane_020,4,04,16,5,1.000451e+03,15178408
alkane_020,4,04,32,5,7.178157e+02,15253068
alkane_020,4,08,01,5,5.613522e+03,12046744
alkane_020,4,08,02,5,2.944736e+03,12093392
alkane_020,4,08,04,5,1.573000e+03,12118000
alkane_020,4,08,08,5,9.074103e+02,12115672
alkane_020,4,08,16,5,5.818084e+02,12114408
alkane_020,4,08,32,5,4.223239e+02,12111692
alkane_020,4,16,01,5,3.882128e+03,12065772
alkane_020,4,16,02,5,2.068092e+03,12167588
alkane_020,4,16,04,5,1.124987e+03,12124428
alkane_020,4,16,08,5,6.551342e+02,12096868
alkane_020,4,16,16,5,4.126815e+02,12120348
alkane_020,4,16,32,5,3.044288e+02,12113720
alkane_020,4,32,01,5,3.486294e+03,12782012
alkane_020,4,32,02,5,1.699753e+03,12873720
alkane_020,4,32,04,5,9.635514e+02,12884540
alkane_020,4,32,08,5,5.775325e+02,12862756
alkane_020,4,32,16,5,3.759063e+02,12843876
alkane_020,4,32,32,5,3.053877e+02,12842044
alkane_020,5,04,01,8,5.068451e+04,44919192
alkane_020,5,04,02,8,2.686338e+04,45279772
alkane_020,5,04,04,8,1.500739e+04,45467032
alkane_020,5,04,08,8,9.048763e+03,45508836
alkane_020,5,04,16,8,6.258792e+03,45574592
alkane_020,5,04,32,8,5.198845e+03,45633664
alkane_020,5,08,01,8,3.075925e+04,33434216
alkane_020,5,08,02,8,1.717689e+04,33116348
alkane_020,5,08,04,8,8.352361e+03,33534204
alkane_020,5,08,08,8,5.453917e+03,33447592
alkane_020,5,08,16,8,3.891790e+03,33437544
alkane_020,5,08,32,8,3.066263e+03,33431352
alkane_020,5,16,01,8,2.200176e+04,32209500
alkane_020,5,16,02,8,1.176424e+04,32437080
alkane_020,5,16,04,8,5.933679e+03,32325732
alkane_020,5,16,08,8,3.840209e+03,32246804
alkane_020,5,16,16,8,2.853720e+03,32279112
alkane_020,5,16,32,8,2.051386e+03,32247800
alkane_020,5,32,01,8,1.710009e+04,33876304
alkane_020,5,32,02,8,9.319875e+03,34122156
alkane_020,5,32,04,8,4.772725e+03,34010868
alkane_020,5,32,08,8,3.254677e+03,34013996
alkane_020,5,32,16,8,2.490993e+03,33970004
alkane_020,5,32,32,8,1.759939e+03,33967644
alkane_030,4,04,01,6,2.265123e+04,28595896
alkane_030,4,04,02,6,1.172111e+04,28774228
alkane_030,4,04,04,6,6.600833e+03,29344540
alkane_030,4,04,08,6,3.829110e+03,30797276
alkane_030,4,04,16,6,2.447604e+03,29330984
alkane_030,4,04,32,6,1.782472e+03,31039772
alkane_030,4,08,01,6,1.358281e+04,20172996
alkane_030,4,08,02,6,7.075682e+03,20322700
alkane_030,4,08,04,6,3.705861e+03,20264048
alkane_030,4,08,08,6,2.130251e+03,20278100
alkane_030,4,08,16,6,1.361730e+03,20256200
alkane_030,4,08,32,6,1.002776e+03,20263820
alkane_030,4,16,01,6,9.026166e+03,20314740
alkane_030,4,16,02,6,4.790325e+03,20520448
alkane_030,4,16,04,6,2.529981e+03,20427100
alkane_030,4,16,08,6,1.478455e+03,20391004
alkane_030,4,16,16,6,9.294929e+02,20391876
alkane_030,4,16,32,6,6.856021e+02,20381516
alkane_030,4,32,01,6,7.135333e+03,21322552
alkane_030,4,32,02,6,3.555225e+03,21361304
alkane_030,4,32,04,6,1.944724e+03,21426316
alkane_030,4,32,08,6,1.189051e+03,21381948
alkane_030,4,32,16,6,7.764345e+02,21401916
alkane_030,4,32,32,6,6.048973e+02,21433068
alkane_040,4,04,01,6,4.193178e+04,44338132
alkane_040,4,04,02,6,2.181351e+04,44993860
alkane_040,4,04,04,6,1.223015e+04,45781088
alkane_040,4,04,08,6,7.179679e+03,48347276
alkane_040,4,04,16,6,4.561545e+03,49179596
alkane_040,4,04,32,6,3.325833e+03,47862108
alkane_040,4,08,01,6,2.323353e+04,28672900
alkane_040,4,08,02,6,1.215119e+04,28810908
alkane_040,4,08,04,6,6.572440e+03,28915468
alkane_040,4,08,08,6,3.764759e+03,29181872
alkane_040,4,08,16,6,2.409355e+03,29136120
alkane_040,4,08,32,6,1.772787e+03,29101336
alkane_040,4,16,01,6,1.472936e+04,27818512
alkane_040,4,16,02,6,7.844612e+03,28109492
alkane_040,4,16,04,6,4.155943e+03,27982956
alkane_040,4,16,08,6,2.397397e+03,27989412
alkane_040,4,16,16,6,1.538975e+03,27916512
alkane_040,4,16,32,6,1.142946e+03,27931072
alkane_040,4,32,01,6,1.069601e+04,28416512
alkane_040,4,32,02,6,5.751047e+03,28676888
alkane_040,4,32,04,6,3.106361e+03,28655836
alkane_040,4,32,08,6,1.826464e+03,28580800
alkane_040,4,32,16,6,1.208069e+03,28506984
alkane_040,4,32,32,6,9.442020e+02,28522880
